BaseCourseNo,Slot,CourseName,NewCredit,OfferedforBTechDD,AllocationType,InstructorName,Prerequisite
RC0076A,NT,Research Credits,48,No,,SATHYANARAYANA N GUMMADI,
RC0077A,NT,Research Credits,48,No,,AMAL KANTI,
RC0078A,NT,Research Credits,48,No,,KESAVAN V,
RC0079A,NT,Research Credits,48,No,,MANOJ N,
RC0080A,NT,Research Credits,48,No,,KARUNAGARAN D,
RC0081A,NT,Research Credits,48,No,,SANJIB SENAPATI,
RC0082A,NT,Research Credits,48,No,,MAHALINGAM S,
RC0083A,NT,Research Credits,48,No,,NITISH R MAHAPATRA,
RC0084A,NT,Research Credits,48,No,,MADHULIKA DIXIT,
RC0085A,NT,Research Credits,48,No,,SURESH KUMAR RAYALA,
RC0086A,NT,Research Credits,48,No,,RAJAMANICKAM MURUGAN,
RC0087A,NT,Research Credits,48,No,,KARTHIK RAMAN,
RC0088A,NT,Research Credits,48,No,,MICHAEL GROMIHA M,
RC0089A,NT,Research Credits,48,No,,SMITA SRIVASTAVA,
RC0090A,NT,Research Credits,48,No,,VIGNESH MUTHUVIJAYAN,
RC0091A,NT,Research Credits,48,No,,ATHI NARAYANAN N,
RC0092A,NT,Research Credits,48,No,,HAMSA PRIYA MOHANA SUNDARAM,
RC0093A,NT,Research Credits,48,No,,SUBRAMANIAM K,
RC0094A,NT,Research Credits,48,No,,VANI JANAKIRAMAN,
RC0095A,NT,Research Credits,48,No,,Himanshu Sinha,
RC0096A,NT,Research Credits,48,No,,Shantanu Pradhan,
RC0097A,NT,Research Credits,48,No,,NIRAV PRAVINBHAI BHATT,
RC0098A,NT,Research Credits,48,No,,NINITHA A J,
RC0099A,NT,Research Credits,48,No,,Nathiya,
RC0100A,NT,Research Credits,48,No,,ARUMUGAM,
RC0101A,NT,Research Credits,48,No,,GREESHMA THRIVIKRAMAN,
RC0102A,NT,Research Credits,48,No,,SANTHOSH,
RC0103A,NT,Research Credits,48,No,,MEIYAPPAN LAKSHMANAN,
RC0104A,NT,Research Credits,48,No,,KRITHIKA RAVI,
RC0105A,NT,Research Credits,48,No,,RICHA KARMAKAR,
RC0106A,NT,Research Credits,48,No,,MOHANAKRISHNAN LOGAN,
RC0107A,NT,Research Credits,48,No,,ASLAM KUNHI MOHAMED,
RC0108A,NT,Research Credits,48,No,,SUBBARAO PICHUKA,
RC0109A,NT,Research Credits,48,No,,KEERTHANA KIRUPAKARAN,
RC0110A,NT,Research Credits,48,No,,TANUSHREE PARSAI,
RC0111A,NT,Research Credits,48,No,,SREEPARVATHY VIJAY,
RC0112A,NT,Research Credits,48,No,,MURALI JAGANNATHAN,
RC0113A,NT,Research Credits,48,No,,NIKHIL BUGALIA IITM,
RC0114A,NT,Research Credits,48,No,,Chandra Annavarapu,
RC0115A,NT,Research Credits,48,No,,Chandan,
RC0116A,NT,Research Credits,48,No,,Surender Singh,
RC0117A,NT,Research Credits,48,No,,Ramesh Kannan Kandasami,
RC0118A,NT,Research Credits,48,No,,Tarun Naskar,
RC0119A,NT,Research Credits,48,No,,Pradeep,
RC0120A,NT,Research Credits,48,No,,Venkatraman,
RC0121A,NT,Research Credits,48,No,,ALAGAPPAN,
RC0122A,NT,Research Credits,48,No,,Piyush Chaunsali,
RC0123A,NT,Research Credits,48,No,,Bhargava Rama Chilukuri,
RC0124A,NT,Research Credits,48,No,,Lakshmi Priya P S,
RC0125A,NT,Research Credits,48,No,,Atul Narayan S P,
RC0126A,NT,Research Credits,48,No,,Mathava Kumar S,
RC0127A,NT,Research Credits,48,No,,BENNY RAPHAEL,
RC0128A,NT,Research Credits,48,No,,VENU CHANDRA,
RC0129A,NT,Research Credits,48,No,,SOUMENDRA NATH KUIRY,
RC0130A,NT,Research Credits,48,No,,RADHAKRISHNA G  PILLAI,
RC0131A,NT,Research Credits,48,No,,SIVAKUMAR PALANIAPPAN,
RC0132A,NT,Research Credits,48,No,,ARUN MENON,
RC0133A,NT,Research Credits,48,No,,GITAKRISHNAN RAMADURAI,
RC0134A,NT,Research Credits,48,No,,ARUL JAYACHANDRAN S,
RC0135A,NT,Research Credits,48,No,,SUBHADEEP BANERJEE,
RC0136A,NT,Research Credits,48,No,,SACHIN S GUNTHE,
RC0137A,NT,Research Credits,48,No,,THYAGARAJ T,
RC0138A,NT,Research Credits,48,No,,RAGHUKANTH S T G,
RC0139A,NT,Research Credits,48,No,,DALI NAIDU ARNEPALLI,
RC0140A,NT,Research Credits,48,No,,ASHWIN MAHALINGAM,
RC0141A,NT,Research Credits,48,No,,VIDYA BHUSHAN MAJI,
RC0142A,NT,Research Credits,48,No,,MURTY C V R,
RC0143A,NT,Research Credits,48,No,,RUPEN GOSWAMI,
RC0144A,NT,Research Credits,48,No,,BALAJI NARASIMHAN,
RC0145A,NT,Research Credits,48,No,,SARAVANAN U,
RC0146A,NT,Research Credits,48,No,,SHIVA NAGENDRA S M,
RC0147A,NT,Research Credits,48,No,,LELITHA DEVI,
RC0148A,NT,Research Credits,48,No,,NAGESWARA RAO B,
RC0149A,NT,Research Credits,48,No,,MURALI KRISHNAN J,
RC0150A,NT,Research Credits,48,No,,RAVINDRA GETTU,
RC0151A,NT,Research Credits,48,No,,INDUMATHI MANIVANNAN NAMBI,
RC0152A,NT,Research Credits,48,No,,MANU SANTHANAM,
RC0153A,NT,Research Credits,48,No,,AMLAN K SENGUPTA,
RC0154A,NT,Research Credits,48,No,,ALAGUSUNDARAMOORTHY P,
RC0155A,NT,Research Credits,48,No,,LIGY PHILIP,
RC0156A,NT,Research Credits,48,No,,MURTY B S,
RC0157A,NT,Research Credits,48,No,,ROBINSON R G,
RC0158A,NT,Research Credits,48,No,,KARTHIK K SRINIVASAN,
RC0159A,NT,Research Credits,48,No,,DODAGOUDAR G R,
RC0160A,NT,Research Credits,48,No,,APPARAO G,
RC0161A,NT,Research Credits,48,No,,SIVANANDAN R,
RC0162A,NT,Research Credits,48,No,,MEHER PRASAD A,
RC0163A,NT,Research Credits,48,No,,MOHAN S,
RC0164A,NT,Research Credits,48,No,,KOSHY VARGHESE,
RC0165A,NT,Research Credits,48,No,,RAMAMURTHY K,
RC0166A,NT,Research Credits,48,No,,SATHISH KUMAR S R,
RC0167A,NT,Research Credits,48,No,,SHANKAR NARASIMHAN S,
RC0168A,NT,Research Credits,48,No,,SREENIVAS JAYANTI,
RC0169A,NT,Research Credits,48,No,,SUSY VARUGHESE,
RC0170A,NT,Research Credits,48,No,,ABHIJIT DESHPANDE P,
RC0171A,NT,Research Credits,48,No,,PUSHPAVANAM S,
RC0172A,NT,Research Credits,48,No,,RAMANATHAN S,
RC0173A,NT,Research Credits,48,No,,KANNAN A,
RC0174A,NT,Research Credits,48,No,,RAVI R,
RC0175A,NT,Research Credits,48,No,,TANMAY BASAK,
RC0176A,NT,Research Credits,48,No,,Arun K Tangirala,
RC0177A,NT,Research Credits,48,No,,NAGARAJAN R,
RC0178A,NT,Research Credits,48,No,,RAVI KRISHNA R,
RC0179A,NT,Research Credits,48,No,,RAMNARAYANAN R,
RC0180A,NT,Research Credits,48,No,,SRIDHARAKUMAR NARASIMHAN,
RC0181A,NT,Research Credits,48,No,,RAGHURAM CHETTY,
RC0182A,NT,Research Credits,48,No,,UPENDRA NATARAJAN,
RC0183A,NT,Research Credits,48,No,,ETHAYARAJA MANI,
RC0184A,NT,Research Credits,48,No,,BASAVARAJA MADIVALA GURAPPA,
RC0185A,NT,Research Credits,48,No,,RAGHUNATHAN RENGASAMY,
RC0186A,NT,Research Credits,48,No,,RENGANATHAN T,
RC0187A,NT,Research Credits,48,No,,PREETI AGHALAYAM,
RC0188A,NT,Research Credits,48,No,,JITENDRA SANGWAI,
RC0189A,NT,Research Credits,48,No,,VINU R,
RC0190A,NT,Research Credits,48,No,,NIKET KAISARE,
RC0191A,NT,Research Credits,48,No,,Sumesh P Thampi,
RC0192A,NT,Research Credits,48,No,,Rajnish Kumar,
RC0193A,NT,Research Credits,48,No,,Aravind Kumar Chandiran,
RC0194A,NT,Research Credits,48,No,,Rajagopalan Srinivasan,
RC0195A,NT,Research Credits,48,No,,Jithin John Varghese,
RC0196A,NT,Research Credits,48,No,,Himanshu Goyal,
RC0197A,NT,Research Credits,48,No,,Tarak K Patra,
RC0198A,NT,Research Credits,48,No,,Swapna,
RC0199A,NT,Research Credits,48,No,,NITIN MURALIDHARAN,
RC0200A,NT,Research Credits,48,No,,SANKHA KARMAKAR,
RC0201A,NT,Research Credits,48,No,,SUKHENDU DAS,
RC0202A,NT,Research Credits,48,No,,SREENIVASA KUMAR P,
RC0203A,NT,Research Credits,48,No,,JANAKIRAM D,
RC0204A,NT,Research Credits,48,No,,CHANDRA SEKHAR C,
RC0205A,NT,Research Credits,48,No,,SIVA RAM MURTHY C,
RC0206A,NT,Research Credits,48,No,,KAMAKOTI V,
RC0207A,NT,Research Credits,48,No,,NARAYANASWAMY N S,
RC0208A,NT,Research Credits,48,No,,RAVINDRAN B,
RC0209A,NT,Research Credits,48,No,,ANURAG MITTAL,
RC0210A,NT,Research Credits,48,No,,KRISHNA M SIVALINGAM,
RC0211A,NT,Research Credits,48,No,,MADHU MUTYAM,
RC0212A,NT,Research Credits,48,No,,SUTANU CHAKRABORTI,
RC0213A,NT,Research Credits,48,No,,JAYALAL SARMA M N,
RC0214A,NT,Research Credits,48,No,,JOHN EBENEZER AUGUSTINE,
RC0215A,NT,Research Credits,48,No,,KRISHNA NANDIVADA V,
RC0216A,NT,Research Credits,48,No,,RAGHAVENDRA RAO B V,
RC0217A,NT,Research Credits,48,No,,RUPESH NASRE,
RC0218A,NT,Research Credits,48,No,,MEGHANA NASRE,
RC0219A,NT,Research Credits,48,No,,Chester Rebeiro,
RC0220A,NT,Research Credits,48,No,,Shweta Agrawal,
RC0221A,NT,Research Credits,48,No,,Mitesh Khapra,
RC0222A,NT,Research Credits,48,No,,Prashanth,
RC0223A,NT,Research Credits,48,No,,HARISH GURUPRASAD RAMASWAMY,
RC0224A,NT,Research Credits,48,No,,YADU VASUDEV,
RC0225A,NT,Research Credits,48,No,,MANIKANDAN,
RC0226A,NT,Research Credits,48,No,,ARUN RAJKUMAR,
RC0227A,NT,Research Credits,48,No,,KARTIK NAGAR,
RC0228A,NT,Research Credits,48,No,,Nishad,
RC0229A,NT,Research Credits,48,No,,Ayon Chakraborty,
RC0230A,NT,Research Credits,48,No,,Aishwarya,
RC0231A,NT,Research Credits,48,No,,CHANDRA SHEKAR,
RC0233A,NT,Research Credits,48,No,,SANJAY KUMAR,
RC0234A,NT,Research Credits,48,No,,MISHRA  A K,
RC0235A,NT,Research Credits,48,No,,DHAMODHARAN R,
RC0236A,NT,Research Credits,48,No,,PRADEEP T,
RC0237A,NT,Research Credits,48,No,,RANGA RAO G,
RC0238A,NT,Research Credits,48,No,,ARCHITA PATNAIK,
RC0239A,NT,Research Credits,48,No,,INDRAPAL SINGH AIDHEN,
RC0240A,NT,Research Credits,48,No,,MURTHY N N,
RC0241A,NT,Research Credits,48,No,,BHYRAPPA P,
RC0242A,NT,Research Credits,48,No,,DILLIP KUMAR CHAND,
RC0243A,NT,Research Credits,48,No,,BASKARAN S,
RC0244A,NT,Research Credits,48,No,,SUNDARGOPAL GHOSH,
RC0245A,NT,Research Credits,48,No,,MURALEEDHARAN K M,
RC0246A,NT,Research Credits,48,No,,EDAMANA PRASAD,
RC0247A,NT,Research Credits,48,No,,RAJAKUMAR B,
RC0248A,NT,Research Credits,48,No,,SELVAM P,
RC0249A,NT,Research Credits,48,No,,SEKAR G,
RC0250A,NT,Research Credits,48,No,,DEBASHIS CHAKRABORTY,
RC0251A,NT,Research Credits,48,No,,ARTI DUA,
RC0252A,NT,Research Credits,48,No,,KOTHANDARAMAN RAMANUJAM,
RC0253A,NT,Research Credits,48,No,,RAMESH GARDAS,
RC0254A,NT,Research Credits,48,No,,MAHIUDDIN BAIDYA,
RC0255A,NT,Research Credits,48,No,,BEERAIAH BAIRE,
RC0256A,NT,Research Credits,48,No,,VENKATAKRISHNAN P,
RC0257A,NT,Research Credits,48,No,,ANBARASAN P,
RC0258A,NT,Research Credits,48,No,,KARTIK CHANDRA MONDAL,
RC0259A,NT,Research Credits,48,No,,ARNAB RIT,
RC0260A,NT,Research Credits,48,No,,JEGANMOHAN M,
RC0261A,NT,Research Credits,48,No,,YAMIJALA S R K CHAITANYA SHARMA,
RC0262A,NT,Research Credits,48,No,,Hema Chandra ,
RC0263A,NT,Research Credits,48,No,,DAWANDE SUDAM GANPAT,
RC0264A,NT,Research Credits,48,No,,T PALANISELVAM,
RC0265A,NT,Research Credits,48,No,,SOORAJ K,
RC0266A,NT,Research Credits,48,No,,KRISHNA REDDY NANDIPATI,
RC0267A,NT,Research Credits,48,No,,SOUMEN GHOSH,
RC0268A,NT,Research Credits,48,No,,DEEPAK RONANKI,
RC0269A,NT,Research Credits,48,No,,Nirav Patel,
RC0270A,NT,Research Credits,48,No,,Srikanthan Sridharan,
RC0271A,NT,Research Credits,48,No,,BIJO SEBASTIAN,
RC0272A,NT,Research Credits,48,No,,Jayaganthan,
RC0273A,NT,Research Credits,48,No,,TUHIN SUBHRA SANTRA,
RC0274A,NT,Research Credits,48,No,,GANAPATHY KRISHNAMURTHI,
RC0275A,NT,Research Credits,48,No,,SRIKANTH VEDANTAM,
RC0276A,NT,Research Credits,48,No,,SANDIPAN BANDYOPADHYAY,
RC0277A,NT,Research Credits,48,No,,RAMANATHAN M,
RC0278A,NT,Research Credits,48,No,,SARAVANA KUMAR G,
RC0279A,NT,Research Credits,48,No,,BALAKRISHNA RAO,
RC0280A,NT,Research Credits,48,No,,PALANIAPPAN RAMU,
RC0281A,NT,Research Credits,48,No,,KAVITHA ARUNACHALAM,
RC0282A,NT,Research Credits,48,No,,SHANKAR RAM C S,
RC0283A,NT,Research Credits,48,No,,ASOKAN THONDIYATH,
RC0284A,NT,Research Credits,48,No,,NILESH JAYANTILAL VASA,
RC0285A,NT,Research Credits,48,No,,VENKATESH BALASUBRAMANIAN,
RC0286A,NT,Research Credits,48,No,,KRISHNAKUMAR R,
RC0287A,NT,Research Credits,48,No,,SARATHI  R,
RC0288A,NT,Research Credits,48,No,,KARMALKAR S,
RC0289A,NT,Research Credits,48,No,,ARAVIND R,
RC0290A,NT,Research Credits,48,No,,ENAKSHI BHATTACHARYA,
RC0291A,NT,Research Credits,48,No,,AMITAVA DAS GUPTA,
RC0292A,NT,Research Credits,48,No,,GIRIDHAR K,
RC0293A,NT,Research Credits,48,No,,NANDITA DAS GUPTA,
RC0294A,NT,Research Credits,48,No,,DEVENDRA JALIHAL,
RC0295A,NT,Research Credits,48,No,,MATHIAZAGAN C,
RC0296A,NT,Research Credits,48,No,,VINITA VASUDEVAN,
RC0297A,NT,Research Credits,48,No,,RAJAGOPALAN A N,
RC0298A,NT,Research Credits,48,No,,BHASKAR RAMAMURTHI,
RC0299A,NT,Research Credits,48,No,,SRIKRISHNA B,
RC0300A,NT,Research Credits,48,No,,BALAJI SRINIVASAN,
RC0301A,NT,Research Credits,48,No,,MAHESH KUMAR,
RC0302A,NT,Research Credits,48,No,,NITIN CHANDRACHOODAN,
RC0303A,NT,Research Credits,48,No,,VENKATESH T G,
RC0304A,NT,Research Credits,48,No,,SWARUP K S,
RC0305A,NT,Research Credits,48,No,,KRISHNA VASUDEVAN,
RC0306A,NT,Research Credits,48,No,,HARISHANKAR RAMACHANDRAN,
RC0307A,NT,Research Credits,48,No,,MANIVASAKAN R,
RC0308A,NT,Research Credits,48,No,,DAVID KOILPILLAI,
RC0309A,NT,Research Credits,48,No,,ANIL PRABHAKAR,
RC0310A,NT,Research Credits,48,No,,SHANTHI PAVAN,
RC0311A,NT,Research Credits,48,No,,RAMALINGAM C S,
RC0312A,NT,Research Credits,48,No,,SRIDHARAN  K,
RC0313A,NT,Research Credits,48,No,,ARUNKUMAR D MAHINDRAKAR,
RC0314A,NT,Research Credits,48,No,,ANJAN CHAKRAVORTHY,
RC0315A,NT,Research Credits,48,No,,BIJOY KRISHNA DAS,
RC0316A,NT,Research Credits,48,No,,NAGENDRA KRISHNAPURA,
RC0317A,NT,Research Credits,48,No,,SHANTI BHATTACHARYA,
RC0318A,NT,Research Credits,48,No,,ANDREW THANGARAJ,
RC0319A,NT,Research Credits,48,No,,ARUN PACHAI KANNU,
RC0320A,NT,Research Credits,48,No,,BOBY  GEORGE,
RC0321A,NT,Research Credits,48,No,,LAKSHMINARASAMMA N,
RC0322A,NT,Research Credits,48,No,,DEEPA VENKITESH,
RC0323A,NT,Research Credits,48,No,,MOHANASANKAR S,
RC0324A,NT,Research Credits,48,No,,VENKATESH R,
RC0325A,NT,Research Credits,48,No,,UMESH S,
RC0326A,NT,Research Credits,48,No,,BHARATH BHIKKAJI,
RC0327A,NT,Research Credits,48,No,,SRIRAMA SRINIVAS,
RC0328A,NT,Research Credits,48,No,,KRISHNA S,
RC0329A,NT,Research Credits,48,No,,KALYAN KUMAR B,
RC0330A,NT,Research Credits,48,No,,ANANTH KRISHNAN,
RC0331A,NT,Research Credits,48,No,,KRISHNA JAGANNATHAN,
RC0332A,NT,Research Credits,48,No,,DELEEP R NAIR,
RC0333A,NT,Research Credits,48,No,,ANIRUDDHAN S,
RC0334A,NT,Research Credits,48,No,,GAURAV RAINA,
RC0335A,NT,Research Credits,48,No,,GANTI RADHA KRISHNAN,
RC0336A,NT,Research Credits,48,No,,PRADEEP SARVEPALLI,
RC0337A,NT,Research Credits,48,No,,SHEETAL KALYANI,
RC0338A,NT,Research Credits,48,No,,RAMKRISHNA PASUMARTHY,
RC0339A,NT,Research Credits,48,No,,SOUMYA DUTTA,
RC0340A,NT,Research Credits,48,No,,DEBDUTTA RAY,
RC0341A,NT,Research Credits,48,No,,KAMALESH HATUA,
RC0342A,NT,Research Credits,48,No,,Qadeer Ahmad Khan,
RC0343A,NT,Research Credits,48,No,,Janakiraman,
RC0344A,NT,Research Credits,48,No,,Uday,
RC0345A,NT,Research Credits,48,No,,Arun Karuppaswamy,
RC0346A,NT,Research Credits,48,No,,Rachel,
RC0347A,NT,Research Credits,48,No,,PUDURU VISWANADHA REDDY,
RC0348A,NT,Research Credits,48,No,,Saurabh Saxena,
RC0349A,NT,Research Credits,48,No,,KAUSHIK MITRA,
RC0350A,NT,Research Credits,48,No,,Avishek,
RC0351A,NT,Research Credits,48,No,,Bhaswar Chakrabarti,
RC0352A,NT,Research Credits,48,No,,Anbarasu Manivannan,
RC0353A,NT,Research Credits,48,No,,SUDHARSANAN SRINIVASAN,
RC0354A,NT,Research Credits,48,No,,Jayaraj,
RC0355A,NT,Research Credits,48,No,,Shivananju,
RC0356A,NT,Research Credits,48,No,,LAKSHMI NARASIMHAN THEAGARAJAN,
RC0357A,NT,Research Credits,48,No,,RAHUL HARISHCHANDRA MESHRAM,
RC0358A,NT,Research Credits,48,No,,SAYAK DUTTA GUPTA,
RC0359A,NT,Research Credits,48,No,,BHARADWAJ SATCHIDANANDAN,
RC0360A,NT,Research Credits,48,No,,S RAMPRASATH,
RC0361A,NT,Research Credits,48,No,,UMASANKAR PATRA,
RC0362A,NT,Research Credits,48,No,,DEEPAK PARAMASHIVAN,
RC0363A,NT,Research Credits,48,No,,THANGGOULEN KIPGEN,
RC0364A,NT,Research Credits,48,No,,PRAMOD KUMAR NAIK,
RC0365A,NT,Research Credits,48,No,,SANDEEP KUMAR KUJUR,
RC0366A,NT,Research Credits,48,No,,ADITYA KOLACHANA,
RC0367A,NT,Research Credits,48,No,,KRISHNA MALAKAR,
RC0368A,NT,Research Credits,48,No,,Avishek Parui,
RC0369A,NT,Research Credits,48,No,,HEMACHANDRAN KARAH,
RC0370A,NT,Research Credits,48,No,,Roland Wittje,
RC0371A,NT,Research Credits,48,No,,S P DHANAVEL,
RC0372A,NT,Research Credits,48,No,,Santosh Kumar Sahu,
RC0373A,NT,Research Credits,48,No,,Anindita Sahoo,
RC0374A,NT,Research Credits,48,No,,A Divya,
RC0375A,NT,Research Credits,48,No,,SOLOMON J BENJAMIN,
RC0376A,NT,Research Credits,48,No,,Anup Kumar Bhandari,
RC0377A,NT,Research Credits,48,No,,JOE THOMAS KARACKATTU,
RC0378A,NT,Research Credits,48,No,,MERIN SIMI RAJ,
RC0379A,NT,Research Credits,48,No,,RAJESH KUMAR,
RC0380A,NT,Research Credits,48,No,,MATHANGI KRISHNAMURTHY,
RC0381A,NT,Research Credits,48,No,,SANTHOSH ABRAHAM,
RC0382A,NT,Research Credits,48,No,,SANTHOSH R,
RC0383A,NT,Research Credits,48,No,,SUBASH S,
RC0384A,NT,Research Credits,48,No,,SABUJ KUMAR MANDAL,
RC0385A,NT,Research Credits,48,No,,KALPANA K,
RC0386A,NT,Research Credits,48,No,,SATYA SUNDAR SETHY,
RC0387A,NT,Research Credits,48,No,,BINITHA V THAMPI,
RC0388A,NT,Research Credits,48,No,,SONIKA GUPTA,
RC0389A,NT,Research Credits,48,No,,SUDHIR CHELLA RAJAN,
RC0390A,NT,Research Credits,48,No,,SUDARSAN P,
RC0391A,NT,Research Credits,48,No,,TABRAZ  S S,
RC0392A,NT,Research Credits,48,No,,JYOTIRMAYA TRIPATHY,
RC0393A,NT,Research Credits,48,No,,SWARNALATHA R,
RC0394A,NT,Research Credits,48,No,,SURESHBABU M,
RC0395A,NT,Research Credits,48,No,,AYSHA IQBAL,
RC0396A,NT,Research Credits,48,No,,MILIND BRAHME,
RC0397A,NT,Research Credits,48,No,,JOHN BOSCO LOURDUSAMY,
RC0398A,NT,Research Credits,48,No,,UMAKANT DASH,
RC0399A,NT,Research Credits,48,No,,SREEKUMAR N,
RC0400A,NT,Research Credits,48,No,,MURALEEDHARAN V R,
RC0401A,NT,Research Credits,48,No,,SATYAJIT ROY,
RC0402A,NT,Research Credits,48,No,,VETRIVEL V,
RC0403A,NT,Research Credits,48,No,,ARINDAMA SINGH,
RC0404A,NT,Research Credits,48,No,,RAMA R,
RC0405A,NT,Research Credits,48,No,,SIVAKUMAR K C,
RC0406A,NT,Research Credits,48,No,,RADHA R,
RC0407A,NT,Research Credits,48,No,,SRINIVASA RAO C H,
RC0408A,NT,Research Credits,48,No,,SUNDAR S,
RC0409A,NT,Research Credits,48,No,,PONNUSAMY S,
RC0410A,NT,Research Credits,48,No,,SANYASIRAJU Y V S S,
RC0411A,NT,Research Credits,48,No,,UMA V,
RC0412A,NT,Research Credits,48,No,,VENKATA BALAJI T E,
RC0413A,NT,Research Credits,48,No,,SOUNAKA MISHRA,
RC0414A,NT,Research Credits,48,No,,JAYANTHAN A V,
RC0415A,NT,Research Credits,48,No,,ARYA KUMAR BEDABRATA CHAND,
RC0416A,NT,Research Credits,48,No,,SRINIVASA RAO MANAM,
RC0417A,NT,Research Credits,48,No,,KALPANA M,
RC0418A,NT,Research Credits,48,No,,SHAIJU A J,
RC0419A,NT,Research Credits,48,No,,ARIJIT DEV,
RC0420A,NT,Research Credits,48,No,,SHRUTI DUBEY,
RC0421A,NT,Research Credits,48,No,,BALAJI R,
RC0422A,NT,Research Credits,48,No,,NEELESH S UPADHYE,
RC0423A,NT,Research Credits,48,No,,KUNAL KRISHNA MUKHERJEE,
RC0424A,NT,Research Credits,48,No,,NARAYANAN N,
RC0425A,NT,Research Credits,48,No,,SUHAS JAYKUMAR PANDIT,
RC0426A,NT,Research Credits,48,No,,Sivaram Ambikasaran,
RC0427A,NT,Research Credits,48,No,,SOUMEN SARKAR,
RC0428A,NT,Research Credits,48,No,,Dipramit,
RC0429A,NT,Research Credits,48,No,,Sumesh K,
RC0430A,NT,Research Credits,48,No,,Santanu Sarkar,
RC0431A,NT,Research Credits,48,No,,SARANG SHARAD SANE,
RC0432A,NT,Research Credits,48,No,,SRIRAM B,
RC0433A,NT,Research Credits,48,No,,Priyanka Shukla,
RC0434A,NT,Research Credits,48,No,,ANOOP,
RC0435A,NT,Research Credits,48,No,,P Aprameyan,
RC0436A,NT,Research Credits,48,No,,Ramesh Kasilingam,
RC0437A,NT,Research Credits,48,No,,BARUN SARKAR,
RC0438A,NT,Research Credits,48,No,,SURJIT KUMAR,
RC0439A,NT,Research Credits,48,No,,G. ARUNKUMAR,
RC0440A,NT,Research Credits,48,No,,SATHISH KUMAR A,
RC0441A,NT,Research Credits,48,No,,ANUJ JAKHAR,
RC0442A,NT,Research Credits,48,No,,VIMAL EDACHERY,
RC0443A,NT,Research Credits,48,No,,RAUSHAN SINGH,
RC0444A,NT,Research Credits,48,No,,ANUJ KUMAR TIWARI,
RC0445A,NT,Research Credits,48,No,,ADVAITH S,
RC0446A,NT,Research Credits,48,No,,MANISH ANAND,
RC0447A,NT,Research Credits,48,No,,KRITHIKA NARAYANASWAMY,
RC0448A,NT,Research Credits,48,No,,KAMESWARARAO ANUPINDI,
RC0449A,NT,Research Credits,48,No,,SIVASRINIVASU DEVADULA,
RC0450A,NT,Research Credits,48,No,,Mayank Mittal,
RC0451A,NT,Research Credits,48,No,,Sourav Rakshit,
RC0452A,NT,Research Credits,48,No,,Sundararajan Natarajan,
RC0453A,NT,Research Credits,48,No,,PIYUSH SHAKYA,
RC0454A,NT,Research Credits,48,No,,VISHAL NANDIGANA,
RC0455A,NT,Research Credits,48,No,,Balaji,
RC0456A,NT,Research Credits,48,No,,Hariharan,
RC0457A,NT,Research Credits,48,No,,Pallab Sinha Mahapatra,
RC0458A,NT,Research Credits,48,No,,VARUNKUMAR S,
RC0459A,NT,Research Credits,48,No,,ARUNACHALAM N,
RC0460A,NT,Research Credits,48,No,,ANIL KUMAR MEENA,
RC0461A,NT,Research Credits,48,No,,S Sathyan,
RC0462A,NT,Research Credits,48,No,,RATNA KUMAR ANNABATTULA,
RC0463A,NT,Research Credits,48,No,,SATEESH GEDUPUDI,
RC0464A,NT,Research Credits,48,No,,ANAND K,
RC0465A,NT,Research Credits,48,No,,SRIKRISHNA SAHU,
RC0466A,NT,Research Credits,48,No,,RAMKUMAR P,
RC0467A,NT,Research Credits,48,No,,SHYAMA PRASAD DAS,
RC0468A,NT,Research Credits,48,No,,MANOJ PANDEY,
RC0469A,NT,Research Credits,48,No,,ASHIS KUMAR SEN,
RC0470A,NT,Research Credits,48,No,,NARASIMHAN SWAMINATHAN,
RC0471A,NT,Research Credits,48,No,,SUSHANTA KUMAR PANIGRAHI,
RC0472A,NT,Research Credits,48,No,,PRABHU RAJAGOPAL,
RC0473A,NT,Research Credits,48,No,,ARVIND PATTAMATTA,
RC0474A,NT,Research Credits,48,No,,ABHIJIT SARKAR,
RC0475A,NT,Research Credits,48,No,,VISWANATH K,
RC0476A,NT,Research Credits,48,No,,SOMASHEKHAR S,
RC0477A,NT,Research Credits,48,No,,AMITAVA GHOSH,
RC0478A,NT,Research Credits,48,No,,SUJATHA SRINIVASAN,
RC0479A,NT,Research Credits,48,No,,PARAG RAVINDRAN,
RC0480A,NT,Research Credits,48,No,,RAGHAVAN V,
RC0481A,NT,Research Credits,48,No,,RAGHU PRAKASH V,
RC0482A,NT,Research Credits,48,No,,DHIMAN CHATTERJEE,
RC0483A,NT,Research Credits,48,No,,SHAMIT BAKSHI,
RC0484A,NT,Research Credits,48,No,,SAMUEL G L,
RC0485A,NT,Research Credits,48,No,,SESHADRI SEKHAR A,
RC0486A,NT,Research Credits,48,No,,KRISHNAKANNAN,
RC0487A,NT,Research Credits,48,No,,SHALIGRAM TIWARI,
RC0488A,NT,Research Credits,48,No,,KRISHNAN BALASUBRAMANIAN,
RC0489A,NT,Research Credits,48,No,,SRINIVAS REDDY K,
RC0490A,NT,Research Credits,48,No,,MALLIKARJUNA J M,
RC0491A,NT,Research Credits,48,No,,SRINIVASAN K,
RC0492A,NT,Research Credits,48,No,,ARUNN NARASIMHAN,
RC0493A,NT,Research Credits,48,No,,SHANKAR KRISHNAPILLAI,
